"Characters","Vehicle","Tires","Glider","ID","Speed","Speed_Water","Speed_Air","Speed_Ground","Acceleration","Weight","Handling","Handling_Water","Handling_Air","Handling_Ground","Traction","Mini_Turbo"
"Medium-B","Sneeker","Group-D","Speed","Medium-B-Sneeker-Group-D-Speed",3.5,4.52,4.78,3.53,3.0,3.25,3.5,3.5,3.5,3.5,2.75,3.75
"Heavy-A","Sneeker","Group-D","Acceleration","Heavy-A-Sneeker-Group-D-Acceleration",4.0,5.0,5.0,4.0,3.0,3.5,4.5,3.0,3.25,3.0,2.5,3.75
"Heavy-A","Sneeker","Group-D","Speed","Heavy-A-Sneeker-Group-D-Speed",4.0,5.0,5.25,4.0,2.75,3.75,4.5,3.0,3.0,3.0,2.5,3.5
"Heavy-B","Sneeker","Group-D","Acceleration","Heavy-B-Sneeker-Group-D-Acceleration",4.0,5.0,5.0,4.0,2.75,4.0,5.0,3.0,3.25,3.0,2.25,3.25
"Heavy-B","Sneeker","Group-D","Speed","Heavy-B-Sneeker-Group-D-Speed",4.0,5.0,5.25,4.0,2.5,4.25,5.0,3.0,3.0,3.0,2.25,3.0
"Heavy-C","Sneeker","Group-D","Acceleration","Heavy-C-Sneeker-Group-D-Acceleration",4.5,5.5,5.5,4.5,2.75,4.0,5.0,2.5,2.75,2.5,2.25,3.25
"Heavy-C","Sneeker","Group-D","Speed","Heavy-C-Sneeker-Group-D-Speed",4.5,5.5,5.75,4.5,2.5,4.25,5.0,2.5,2.5,2.5,2.25,3.0
"Light-A","Sneeker","Group-A","Acceleration","Light-A-Sneeker-Group-A-Acceleration",3.0,2.0,3.0,3.0,2.75,2.25,4.75,4.75,5.0,4.75,2.75,3.25
"Light-A","Sneeker","Group-A","Speed","Light-A-Sneeker-Group-A-Speed",3.0,2.0,3.25,3.0,2.5,2.5,4.75,4.75,4.75,4.75,2.75,3.0
"Light-B","Sneeker","Group-A","Acceleration","Light-B-Sneeker-Group-A-Acceleration",3.5,2.5,3.5,3.5,2.5,2.75,4.25,4.25,4.5,4.25,2.5,3.0
"Light-B","Sneeker","Group-A","Speed","Light-B-Sneeker-Group-A-Speed",3.5,2.5,3.75,3.5,2.25,3.0,4.25,4.25,4.25,4.25,2.5,2.75
"Medium-A","Sneeker","Group-A","Acceleration","Medium-A-Sneeker-Group-A-Acceleration",4.0,3.0,4.0,4.0,2.25,3.25,3.75,3.75,4.0,3.75,2.25,2.75
"Medium-A","Sneeker","Group-A","Speed","Medium-A-Sneeker-Group-A-Speed",4.0,3.0,4.25,4.0,2.0,3.5,3.75,3.75,3.75,3.75,2.25,2.5
"Medium-B","Sneeker","Group-A","Acceleration","Medium-B-Sneeker-Group-A-Acceleration",4.5,3.52,4.53,4.53,2.0,3.75,3.25,3.25,3.5,3.25,2.0,2.75
"Medium-B","Sneeker","Group-A","Speed","Medium-B-Sneeker-Group-A-Speed",4.5,3.52,4.78,4.53,1.75,4.0,3.25,3.25,3.25,3.25,2.0,2.5
"Heavy-A","Sneeker","Group-A","Acceleration","Heavy-A-Sneeker-Group-A-Acceleration",5.0,4.0,5.0,5.0,1.75,4.25,4.25,2.75,3.0,2.75,1.75,2.5
"Heavy-A","Sneeker","Group-A","Speed","Heavy-A-Sneeker-Group-A-Speed",5.0,4.0,5.25,5.0,1.5,4.5,4.25,2.75,2.75,2.75,1.75,2.25
"Heavy-B","Sneeker","Group-A","Acceleration","Heavy-B-Sneeker-Group-A-Acceleration",5.0,4.0,5.0,5.0,1.5,4.75,4.75,2.75,3.0,2.75,1.5,2.0
"Heavy-B","Sneeker","Group-A","Speed","Heavy-B-Sneeker-Group-A-Speed",5.0,4.0,5.25,5.0,1.25,5.0,4.75,2.75,2.75,2.75,1.5,1.75
"Heavy-C","Sneeker","Group-A","Acceleration","Heavy-C-Sneeker-Group-A-Acceleration",5.5,4.5,5.5,5.5,1.5,4.75,4.75,2.25,2.5,2.25,1.5,2.0
"Heavy-C","Sneeker","Group-A","Speed","Heavy-C-Sneeker-Group-A-Speed",5.5,4.5,5.75,5.5,1.25,5.0,4.75,2.25,2.25,2.25,1.5,1.75
"Light-A","Sneeker","Group-G","Acceleration","Light-A-Sneeker-Group-G-Acceleration",2.5,2.5,2.5,2.0,3.0,1.5,4.0,4.0,4.25,4.0,4.5,3.0
"Light-A","Sneeker","Group-G","Speed","Light-A-Sneeker-Group-G-Speed",2.5,2.5,2.75,2.0,2.75,1.75,4.0,4.0,4.0,4.0,4.5,2.75
"Light-B","Sneeker","Group-G","Acceleration","Light-B-Sneeker-Group-G-Acceleration",3.0,3.0,3.0,2.5,2.75,2.0,3.5,3.5,3.75,3.5,4.25,2.75
"Light-B","Sneeker","Group-G","Speed","Light-B-Sneeker-Group-G-Speed",3.0,3.0,3.25,2.5,2.5,2.25,3.5,3.5,3.5,3.5,4.25,2.5
"Medium-A","Sneeker","Group-G","Acceleration","Medium-A-Sneeker-Group-G-Acceleration",3.5,3.5,3.5,3.0,2.5,2.5,3.0,3.0,3.25,3.0,4.0,2.5
"Medium-A","Sneeker","Group-G","Speed","Medium-A-Sneeker-Group-G-Speed",3.5,3.5,3.75,3.0,2.25,2.75,3.0,3.0,3.0,3.0,4.0,2.25
"Medium-B","Sneeker","Group-G","Acceleration","Medium-B-Sneeker-Group-G-Acceleration",4.0,4.02,4.03,3.53,2.25,3.0,2.5,2.5,2.75,2.5,3.75,2.5
"Medium-B","Sneeker","Group-G","Speed","Medium-B-Sneeker-Group-G-Speed",4.0,4.02,4.28,3.53,2.0,3.25,2.5,2.5,2.5,2.5,3.75,2.25
"Heavy-A","Sneeker","Group-G","Acceleration","Heavy-A-Sneeker-Group-G-Acceleration",4.5,4.5,4.5,4.0,2.0,3.5,3.5,2.0,2.25,2.0,3.5,2.25
"Heavy-A","Sneeker","Group-G","Speed","Heavy-A-Sneeker-Group-G-Speed",4.5,4.5,4.75,4.0,1.75,3.75,3.5,2.0,2.0,2.0,3.5,2.0
"Heavy-B","Sneeker","Group-G","Acceleration","Heavy-B-Sneeker-Group-G-Acceleration",4.5,4.5,4.5,4.0,1.75,4.0,4.0,2.0,2.25,2.0,3.25,1.75
"Heavy-B","Sneeker","Group-G","Speed","Heavy-B-Sneeker-Group-G-Speed",4.5,4.5,4.75,4.0,1.5,4.25,4.0,2.0,2.0,2.0,3.25,1.5
"Heavy-C","Sneeker","Group-G","Acceleration","Heavy-C-Sneeker-Group-G-Acceleration",5.0,5.0,5.0,4.5,1.75,4.0,4.0,1.5,1.75,1.5,3.25,1.75
"Heavy-C","Sneeker","Group-G","Speed","Heavy-C-Sneeker-Group-G-Speed",5.0,5.0,5.25,4.5,1.5,4.25,4.0,1.5,1.5,1.5,3.25,1.5
"Light-A","Sneeker","Group-E","Acceleration","Light-A-Sneeker-Group-E-Acceleration",2.5,3.0,2.5,2.5,3.0,2.0,4.75,4.75,5.0,4.75,3.75,3.0
"Light-A","Sneeker","Group-E","Speed","Light-A-Sneeker-Group-E-Speed",2.5,3.0,2.75,2.5,2.75,2.25,4.75,4.75,4.75,4.75,3.75,2.75
"Light-B","Sneeker","Group-E","Acceleration","Light-B-Sneeker-Group-E-Acceleration",3.0,3.5,3.0,3.0,2.75,2.5,4.25,4.25,4.5,4.25,3.5,2.75
"Light-B","Sneeker","Group-E","Speed","Light-B-Sneeker-Group-E-Speed",3.0,3.5,3.25,3.0,2.5,2.75,4.25,4.25,4.25,4.25,3.5,2.5
"Medium-A","Sneeker","Group-E","Acceleration","Medium-A-Sneeker-Group-E-Acceleration",3.5,4.0,3.5,3.5,2.5,3.0,3.75,3.75,4.0,3.75,3.25,2.5
"Medium-A","Sneeker","Group-E","Speed","Medium-A-Sneeker-Group-E-Speed",3.5,4.0,3.75,3.5,2.25,3.25,3.75,3.75,3.75,3.75,3.25,2.25
"Medium-B","Sneeker","Group-E","Acceleration","Medium-B-Sneeker-Group-E-Acceleration",4.0,4.52,4.03,4.03,2.25,3.5,3.25,3.25,3.5,3.25,3.0,2.5
"Medium-B","Sneeker","Group-E","Speed","Medium-B-Sneeker-Group-E-Speed",4.0,4.52,4.28,4.03,2.0,3.75,3.25,3.25,3.25,3.25,3.0,2.25
"Heavy-A","Sneeker","Group-E","Acceleration","Heavy-A-Sneeker-Group-E-Acceleration",4.5,5.0,4.5,4.5,2.0,4.0,4.25,2.75,3.0,2.75,2.75,2.25
"Heavy-A","Sneeker","Group-E","Speed","Heavy-A-Sneeker-Group-E-Speed",4.5,5.0,4.75,4.5,1.75,4.25,4.25,2.75,2.75,2.75,2.75,2.0
"Heavy-B","Sneeker","Group-E","Acceleration","Heavy-B-Sneeker-Group-E-Acceleration",4.5,5.0,4.5,4.5,1.75,4.5,4.75,2.75,3.0,2.75,2.5,1.75
"Heavy-B","Sneeker","Group-E","Speed","Heavy-B-Sneeker-Group-E-Speed",4.5,5.0,4.75,4.5,1.5,4.75,4.75,2.75,2.75,2.75,2.5,1.5
"Heavy-C","Sneeker","Group-E","Acceleration","Heavy-C-Sneeker-Group-E-Acceleration",5.0,5.5,5.0,5.0,1.75,4.5,4.75,2.25,2.5,2.25,2.5,1.75
"Heavy-C","Sneeker","Group-E","Speed","Heavy-C-Sneeker-Group-E-Speed",5.0,5.5,5.25,5.0,1.5,4.75,4.75,2.25,2.25,2.25,2.5,1.5
"Light-A","Sports Coupe","Group-F","Acceleration","Light-A-Sports Coupe-Group-F-Acceleration",2.05,1.75,2.5,2.0,3.5,2.0,4.25,4.0,4.75,4.25,5.25,4.0
"Light-A","Sports Coupe","Group-F","Speed","Light-A-Sports Coupe-Group-F-Speed",2.05,1.75,2.75,2.0,3.25,2.25,4.25,4.0,4.5,4.25,5.25,3.75
"Light-B","Sports Coupe","Group-F","Acceleration","Light-B-Sports Coupe-Group-F-Acceleration",2.55,2.25,3.0,2.5,3.25,2.5,3.75,3.5,4.25,3.75,5.0,3.75
"Light-B","Sports Coupe","Group-F","Speed","Light-B-Sports Coupe-Group-F-Speed",2.55,2.25,3.25,2.5,3.0,2.75,3.75,3.5,4.0,3.75,5.0,3.5
"Medium-A","Sports Coupe","Group-F","Acceleration","Medium-A-Sports Coupe-Group-F-Acceleration",3.05,2.75,3.5,3.0,3.0,3.0,3.25,3.0,3.75,3.25,4.75,3.5
"Medium-A","Sports Coupe","Group-F","Speed","Medium-A-Sports Coupe-Group-F-Speed",3.05,2.75,3.75,3.0,2.75,3.25,3.25,3.0,3.5,3.25,4.75,3.25
"Medium-B","Sports Coupe","Group-F","Acceleration","Medium-B-Sports Coupe-Group-F-Acceleration",3.55,3.27,4.03,3.53,2.75,3.5,2.75,2.5,3.25,2.75,4.5,3.5
"Medium-B","Sports Coupe","Group-F","Speed","Medium-B-Sports Coupe-Group-F-Speed",3.55,3.27,4.28,3.53,2.5,3.75,2.75,2.5,3.0,2.75,4.5,3.25
"Heavy-A","Sports Coupe","Group-F","Acceleration","Heavy-A-Sports Coupe-Group-F-Acceleration",4.05,3.75,4.5,4.0,2.5,4.0,3.75,2.0,2.75,2.25,4.25,3.25
"Heavy-A","Sports Coupe","Group-F","Speed","Heavy-A-Sports Coupe-Group-F-Speed",4.05,3.75,4.75,4.0,2.25,4.25,3.75,2.0,2.5,2.25,4.25,3.0
"Heavy-B","Sports Coupe","Group-F","Acceleration","Heavy-B-Sports Coupe-Group-F-Acceleration",4.05,3.75,4.5,4.0,2.25,4.5,4.25,2.0,2.75,2.25,4.0,2.75
"Heavy-B","Sports Coupe","Group-F","Speed","Heavy-B-Sports Coupe-Group-F-Speed",4.05,3.75,4.75,4.0,2.0,4.75,4.25,2.0,2.5,2.25,4.0,2.5
"Heavy-C","Sports Coupe","Group-F","Acceleration","Heavy-C-Sports Coupe-Group-F-Acceleration",4.55,4.25,5.0,4.5,2.25,4.5,4.25,1.5,2.25,1.75,4.0,2.75
"Heavy-C","Sports Coupe","Group-F","Speed","Heavy-C-Sports Coupe-Group-F-Speed",4.55,4.25,5.25,4.5,2.0,4.75,4.25,1.5,2.0,1.75,4.0,2.5
"Light-A","Sports Coupe","Group-C","Acceleration","Light-A-Sports Coupe-Group-C-Acceleration",2.5,2.5,2.5,2.5,3.5,1.75,4.5,4.5,4.75,4.5,4.25,3.25
"Light-A","Sports Coupe","Group-C","Speed","Light-A-Sports Coupe-Group-C-Speed",2.5,2.5,2.75,2.5,3.25,2.0,4.5,4.5,4.5,4.5,4.25,3.0
"Light-B","Sports Coupe","Group-C","Acceleration","Light-B-Sports Coupe-Group-C-Acceleration",3.0,3.0,3.0,3.0,3.25,2.25,4.0,4.0,4.25,4.0,4.0,3.0
"Light-B","Sports Coupe","Group-C","Speed","Light-B-Sports Coupe-Group-C-Speed",3.0,3.0,3.25,3.0,3.0,2.5,4.0,4.0,4.0,4.0,4.0,2.75
"Medium-A","Sports Coupe","Group-C","Acceleration","Medium-A-Sports Coupe-Group-C-Acceleration",3.5,3.5,3.5,3.5,3.0,2.75,3.5,3.5,3.75,3.5,3.75,2.75
"Medium-A","Sports Coupe","Group-C","Speed","Medium-A-Sports Coupe-Group-C-Speed",3.5,3.5,3.75,3.5,2.75,3.0,3.5,3.5,3.5,3.5,3.75,2.5
"Medium-B","Sports Coupe","Group-C","Acceleration","Medium-B-Sports Coupe-Group-C-Acceleration",4.0,4.02,4.03,4.03,2.75,3.25,3.0,3.0,3.25,3.0,3.5,2.75
"Medium-B","Sports Coupe","Group-C","Speed","Medium-B-Sports Coupe-Group-C-Speed",4.0,4.02,4.28,4.03,2.5,3.5,3.0,3.0,3.0,3.0,3.5,2.5
"Heavy-A","Sports Coupe","Group-C","Acceleration","Heavy-A-Sports Coupe-Group-C-Acceleration",4.5,4.5,4.5,4.5,2.5,3.75,4.0,2.5,2.75,2.5,3.25,2.5
"Heavy-A","Sports Coupe","Group-C","Speed","Heavy-A-Sports Coupe-Group-C-Speed",4.5,4.5,4.75,4.5,2.25,4.0,4.0,2.5,2.5,2.5,3.25,2.25
"Heavy-B","Sports Coupe","Group-C","Acceleration","Heavy-B-Sports Coupe-Group-C-Acceleration",4.5,4.5,4.5,4.5,2.25,4.25,4.5,2.5,2.75,2.5,3.0,2.0
"Heavy-B","Sports Coupe","Group-C","Speed","Heavy-B-Sports Coupe-Group-C-Speed",4.5,4.5,4.75,4.5,2.0,4.5,4.5,2.5,2.5,2.5,3.0,1.75
"Heavy-C","Sports Coupe","Group-C","Acceleration","Heavy-C-Sports Coupe-Group-C-Acceleration",5.0,5.0,5.0,5.0,2.25,4.25,4.5,2.0,2.25,2.0,3.0,2.0
"Heavy-C","Sports Coupe","Group-C","Speed","Heavy-C-Sports Coupe-Group-C-Speed",5.0,5.0,5.25,5.0,2.0,4.5,4.5,2.0,2.0,2.0,3.0,1.75
"Light-A","Sports Coupe","Group-B","Acceleration","Light-A-Sports Coupe-Group-B-Acceleration",2.5,2.5,2.5,2.5,3.5,2.25,4.75,4.75,5.0,4.75,4.25,3.25
"Light-A","Sports Coupe","Group-B","Speed","Light-A-Sports Coupe-Group-B-Speed",2.5,2.5,2.75,2.5,3.25,2.5,4.75,4.75,4.75,4.75,4.25,3.0
"Light-B","Sports Coupe","Group-B","Acceleration","Light-B-Sports Coupe-Group-B-Acceleration",3.0,3.0,3.0,3.0,3.25,2.75,4.25,4.25,4.5,4.25,4.0,3.0
"Light-B","Sports Coupe","Group-B","Speed","Light-B-Sports Coupe-Group-B-Speed",3.0,3.0,3.25,3.0,3.0,3.0,4.25,4.25,4.25,4.25,4.0,2.75
"Medium-A","Sports Coupe","Group-B","Acceleration","Medium-A-Sports Coupe-Group-B-Acceleration",3.5,3.5,3.5,3.5,3.0,3.25,3.75,3.75,4.0,3.75,3.75,2.75
"Medium-A","Sports Coupe","Group-B","Speed","Medium-A-Sports Coupe-Group-B-Speed",3.5,3.5,3.75,3.5,2.75,3.5,3.75,3.75,3.75,3.75,3.75,2.5
"Medium-B","Sports Coupe","Group-B","Acceleration","Medium-B-Sports Coupe-Group-B-Acceleration",4.0,4.02,4.03,4.03,2.75,3.75,3.25,3.25,3.5,3.25,3.5,2.75
"Medium-B","Sports Coupe","Group-B","Speed","Medium-B-Sports Coupe-Group-B-Speed",4.0,4.02,4.28,4.03,2.5,4.0,3.25,3.25,3.25,3.25,3.5,2.5
"Heavy-A","Sports Coupe","Group-B","Acceleration","Heavy-A-Sports Coupe-Group-B-Acceleration",4.5,4.5,4.5,4.5,2.5,4.25,4.25,2.75,3.0,2.75,3.25,2.5
"Heavy-A","Sports Coupe","Group-B","Speed","Heavy-A-Sports Coupe-Group-B-Speed",4.5,4.5,4.75,4.5,2.25,4.5,4.25,2.75,2.75,2.75,3.25,2.25
"Heavy-B","Sports Coupe","Group-B","Acceleration","Heavy-B-Sports Coupe-Group-B-Acceleration",4.5,4.5,4.5,4.5,2.25,4.75,4.75,2.75,3.0,2.75,3.0,2.0
"Heavy-B","Sports Coupe","Group-B","Speed","Heavy-B-Sports Coupe-Group-B-Speed",4.5,4.5,4.75,4.5,2.0,5.0,4.75,2.75,2.75,2.75,3.0,1.75
"Heavy-C","Sports Coupe","Group-B","Acceleration","Heavy-C-Sports Coupe-Group-B-Acceleration",5.0,5.0,5.0,5.0,2.25,4.75,4.75,2.25,2.5,2.25,3.0,2.0
"Heavy-C","Sports Coupe","Group-B","Speed","Heavy-C-Sports Coupe-Group-B-Speed",5.0,5.0,5.25,5.0,2.0,5.0,4.75,2.25,2.25,2.25,3.0,1.75
"Light-A","Sports Coupe","Group-D","Acceleration","Light-A-Sports Coupe-Group-D-Acceleration",1.75,2.75,2.75,1.75,4.25,1.75,4.75,4.75,5.0,4.75,4.5,4.75
"Light-A","Sports Coupe","Group-D","Speed","Light-A-Sports Coupe-Group-D-Speed",1.75,2.75,3.0,1.75,4.0,2.0,4.75,4.75,4.75,4.75,4.5,4.5
"Light-B","Sports Coupe","Group-D","Acceleration","Light-B-Sports Coupe-Group-D-Acceleration",2.25,3.25,3.25,2.25,4.0,2.25,4.25,4.25,4.5,4.25,4.25,4.5
"Light-B","Sports Coupe","Group-D","Speed","Light-B-Sports Coupe-Group-D-Speed",2.25,3.25,3.5,2.25,3.75,2.5,4.25,4.25,4.25,4.25,4.25,4.25
"Medium-A","Sports Coupe","Group-D","Acceleration","Medium-A-Sports Coupe-Group-D-Acceleration",2.75,3.75,3.75,2.75,3.75,2.75,3.75,3.75,4.0,3.75,4.0,4.25
"Medium-A","Sports Coupe","Group-D","Speed","Medium-A-Sports Coupe-Group-D-Speed",2.75,3.75,4.0,2.75,3.5,3.0,3.75,3.75,3.75,3.75,4.0,4.0
"Medium-B","Sports Coupe","Group-D","Acceleration","Medium-B-Sports Coupe-Group-D-Acceleration",3.25,4.27,4.28,3.28,3.5,3.25,3.25,3.25,3.5,3.25,3.75,4.25
"Medium-B","Sports Coupe","Group-D","Speed","Medium-B-Sports Coupe-Group-D-Speed",3.25,4.27,4.53,3.28,3.25,3.5,3.25,3.25,3.25,3.25,3.75,4.0
"Heavy-A","Sports Coupe","Group-D","Acceleration","Heavy-A-Sports Coupe-Group-D-Acceleration",3.75,4.75,4.75,3.75,3.25,3.75,4.25,2.75,3.0,2.75,3.5,4.0
"Heavy-A","Sports Coupe","Group-D","Speed","Heavy-A-Sports Coupe-Group-D-Speed",3.75,4.75,5.0,3.75,3.0,4.0,4.25,2.75,2.75,2.75,3.5,3.75
"Heavy-B","Sports Coupe","Group-D","Acceleration","Heavy-B-Sports Coupe-Group-D-Acceleration",3.75,4.75,4.75,3.75,3.0,4.25,4.75,2.75,3.0,2.75,3.25,3.5
"Heavy-B","Sports Coupe","Group-D","Speed","Heavy-B-Sports Coupe-Group-D-Speed",3.75,4.75,5.0,3.75,2.75,4.5,4.75,2.75,2.75,2.75,3.25,3.25
"Heavy-C","Sports Coupe","Group-D","Acceleration","Heavy-C-Sports Coupe-Group-D-Acceleration",4.25,5.25,5.25,4.25,3.0,4.25,4.75,2.25,2.5,2.25,3.25,3.5
"Heavy-C","Sports Coupe","Group-D","Speed","Heavy-C-Sports Coupe-Group-D-Speed",4.25,5.25,5.5,4.25,2.75,4.5,4.75,2.25,2.25,2.25,3.25,3.25
"Light-A","Sports Coupe","Group-A","Acceleration","Light-A-Sports Coupe-Group-A-Acceleration",2.75,1.75,2.75,2.75,3.0,2.5,4.5,4.5,4.75,4.5,3.75,3.5
"Light-A","Sports Coupe","Group-A","Speed","Light-A-Sports Coupe-Group-A-Speed",2.75,1.75,3.0,2.75,2.75,2.75,4.5,4.5,4.5,4.5,3.75,3.25
"Light-B","Sports Coupe","Group-A","Acceleration","Light-B-Sports Coupe-Group-A-Acceleration",3.25,2.25,3.25,3.25,2.75,3.0,4.0,4.0,4.25,4.0,3.5,3.25
"Light-B","Sports Coupe","Group-A","Speed","Light-B-Sports Coupe-Group-A-Speed",3.25,2.25,3.5,3.25,2.5,3.25,4.0,4.0,4.0,4.0,3.5,3.0
"Medium-A","Sports Coupe","Group-A","Acceleration","Medium-A-Sports Coupe-Group-A-Acceleration",3.75,2.75,3.75,3.75,2.5,3.5,3.5,3.5,3.75,3.5,3.25,3.0
"Medium-A","Sports Coupe","Group-A","Speed","Medium-A-Sports Coupe-Group-A-Speed",3.75,2.75,4.0,3.75,2.25,3.75,3.5,3.5,3.5,3.5,3.25,2.75
"Medium-B","Sports Coupe","Group-A","Acceleration","Medium-B-Sports Coupe-Group-A-Acceleration",4.25,3.27,4.28,4.28,2.25,4.0,3.0,3.0,3.25,3.0,3.0,3.0
"Medium-B","Sports Coupe","Group-A","Speed","Medium-B-Sports Coupe-Group-A-Speed",4.25,3.27,4.53,4.28,2.0,4.25,3.0,3.0,3.0,3.0,3.0,2.75
"Heavy-A","Sports Coupe","Group-A","Acceleration","Heavy-A-Sports Coupe-Group-A-Acceleration",4.75,3.75,4.75,4.75,2.0,4.5,4.0,2.5,2.75,2.5,2.75,2.75
"Heavy-A","Sports Coupe","Group-A","Speed","Heavy-A-Sports Coupe-Group-A-Speed",4.75,3.75,5.0,4.75,1.75,4.75,4.0,2.5,2.5,2.5,2.75,2.5
"Heavy-B","Sports Coupe","Group-A","Acceleration","Heavy-B-Sports Coupe-Group-A-Acceleration",4.75,3.75,4.75,4.75,1.75,5.0,4.5,2.5,2.75,2.5,2.5,2.25
"Heavy-B","Sports Coupe","Group-A","Speed","Heavy-B-Sports Coupe-Group-A-Speed",4.75,3.75,5.0,4.75,1.5,5.25,4.5,2.5,2.5,2.5,2.5,2.0
"Heavy-C","Sports Coupe","Group-A","Acceleration","Heavy-C-Sports Coupe-Group-A-Acceleration",5.25,4.25,5.25,5.25,1.75,5.0,4.5,2.0,2.25,2.0,2.5,2.25
"Heavy-C","Sports Coupe","Group-A","Speed","Heavy-C-Sports Coupe-Group-A-Speed",5.25,4.25,5.5,5.25,1.5,5.25,4.5,2.0,2.0,2.0,2.5,2.0
"Light-A","Sports Coupe","Group-G","Acceleration","Light-A-Sports Coupe-Group-G-Acceleration",2.25,2.25,2.25,1.75,3.25,1.75,3.75,3.75,4.0,3.75,5.5,3.25
"Light-A","Sports Coupe","Group-G","Speed","Light-A-Sports Coupe-Group-G-Speed",2.25,2.25,2.5,1.75,3.0,2.0,3.75,3.75,3.75,3.75,5.5,3.0
"Light-B","Sports Coupe","Group-G","Acceleration","Light-B-Sports Coupe-Group-G-Acceleration",2.75,2.75,2.75,2.25,3.0,2.25,3.25,3.25,3.5,3.25,5.25,3.0
"Light-B","Sports Coupe","Group-G","Speed","Light-B-Sports Coupe-Group-G-Speed",2.75,2.75,3.0,2.25,2.75,2.5,3.25,3.25,3.25,3.25,5.25,2.75
"Medium-A","Sports Coupe","Group-G","Acceleration","Medium-A-Sports Coupe-Group-G-Acceleration",3.25,3.25,3.25,2.75,2.75,2.75,2.75,2.75,3.0,2.75,5.0,2.75
"Medium-A","Sports Coupe","Group-G","Speed","Medium-A-Sports Coupe-Group-G-Speed",3.25,3.25,3.5,2.75,2.5,3.0,2.75,2.75,2.75,2.75,5.0,2.5
"Medium-B","Sports Coupe","Group-G","Acceleration","Medium-B-Sports Coupe-Group-G-Acceleration",3.75,3.77,3.78,3.28,2.5,3.25,2.25,2.25,2.5,2.25,4.75,2.75
"Medium-B","Sports Coupe","Group-G","Speed","Medium-B-Sports Coupe-Group-G-Speed",3.75,3.77,4.03,3.28,2.25,3.5,2.25,2.25,2.25,2.25,4.75,2.5
"Heavy-A","Sports Coupe","Group-G","Acceleration","Heavy-A-Sports Coupe-Group-G-Acceleration",4.25,4.25,4.25,3.75,2.25,3.75,3.25,1.75,2.0,1.75,4.5,2.5
"Heavy-A","Sports Coupe","Group-G","Speed","Heavy-A-Sports Coupe-Group-G-Speed",4.25,4.25,4.5,3.75,2.0,4.0,3.25,1.75,1.75,1.75,4.5,2.25
"Heavy-B","Sports Coupe","Group-G","Acceleration","Heavy-B-Sports Coupe-Group-G-Acceleration",4.25,4.25,4.25,3.75,2.0,4.25,3.75,1.75,2.0,1.75,4.25,2.0
"Heavy-B","Sports Coupe","Group-G","Speed","Heavy-B-Sports Coupe-Group-G-Speed",4.25,4.25,4.5,3.75,1.75,4.5,3.75,1.75,1.75,1.75,4.25,1.75
"Heavy-C","Sports Coupe","Group-G","Acceleration","Heavy-C-Sports Coupe-Group-G-Acceleration",4.75,4.75,4.75,4.25,2.0,4.25,3.75,1.25,1.5,1.25,4.25,2.0
"Heavy-C","Sports Coupe","Group-G","Speed","Heavy-C-Sports Coupe-Group-G-Speed",4.75,4.75,5.0,4.25,1.75,4.5,3.75,1.25,1.25,1.25,4.25,1.75
"Light-A","Sports Coupe","Group-E","Acceleration","Light-A-Sports Coupe-Group-E-Acceleration",2.25,2.75,2.25,2.25,3.25,2.25,4.5,4.5,4.75,4.5,4.75,3.25
"Light-A","Sports Coupe","Group-E","Speed","Light-A-Sports Coupe-Group-E-Speed",2.25,2.75,2.5,2.25,3.0,2.5,4.5,4.5,4.5,4.5,4.75,3.0
"Light-B","Sports Coupe","Group-E","Acceleration","Light-B-Sports Coupe-Group-E-Acceleration",2.75,3.25,2.75,2.75,3.0,2.75,4.0,4.0,4.25,4.0,4.5,3.0
"Light-B","Sports Coupe","Group-E","Speed","Light-B-Sports Coupe-Group-E-Speed",2.75,3.25,3.0,2.75,2.75,3.0,4.0,4.0,4.0,4.0,4.5,2.75
"Medium-A","Sports Coupe","Group-E","Acceleration","Medium-A-Sports Coupe-Group-E-Acceleration",3.25,3.75,3.25,3.25,2.75,3.25,3.5,3.5,3.75,3.5,4.25,2.75
"Medium-A","Sports Coupe","Group-E","Speed","Medium-A-Sports Coupe-Group-E-Speed",3.25,3.75,3.5,3.25,2.5,3.5,3.5,3.5,3.5,3.5,4.25,2.5
"Medium-B","Sports Coupe","Group-E","Acceleration","Medium-B-Sports Coupe-Group-E-Acceleration",3.75,4.27,3.78,3.78,2.5,3.75,3.0,3.0,3.25,3.0,4.0,2.75
"Medium-B","Sports Coupe","Group-E","Speed","Medium-B-Sports Coupe-Group-E-Speed",3.75,4.27,4.03,3.78,2.25,4.0,3.0,3.0,3.0,3.0,4.0,2.5
"Heavy-A","Sports Coupe","Group-E","Acceleration","Heavy-A-Sports Coupe-Group-E-Acceleration",4.25,4.75,4.25,4.25,2.25,4.25,4.0,2.5,2.75,2.5,3.75,2.5
"Heavy-A","Sports Coupe","Group-E","Speed","Heavy-A-Sports Coupe-Group-E-Speed",4.25,4.75,4.5,4.25,2.0,4.5,4.0,2.5,2.5,2.5,3.75,2.25
"Heavy-B","Sports Coupe","Group-E","Acceleration","Heavy-B-Sports Coupe-Group-E-Acceleration",4.25,4.75,4.25,4.25,2.0,4.75,4.5,2.5,2.75,2.5,3.5,2.0
